,rate_marriage,age,yrs_married,children,religious,affairs
1376,5,37.0,16.5,3.0,3,1
1377,4,32.0,13.0,2.0,2,1
1378,3,37.0,23.0,3.0,4,1
1379,4,42.0,23.0,3.0,4,1
1380,3,27.0,6.0,1.0,2,1
1381,5,42.0,23.0,2.0,3,1
1382,5,27.0,6.0,1.0,3,1
1383,3,37.0,16.5,3.0,2,1
1384,3,27.0,13.0,2.0,3,1
1385,5,37.0,23.0,3.0,1,1
1386,3,42.0,23.0,5.5,3,1
1387,2,27.0,9.0,0.0,2,1
1388,2,22.0,2.5,0.0,3,1
1389,4,27.0,13.0,2.0,2,1
1390,4,32.0,9.0,1.0,1,1
1391,3,32.0,9.0,3.0,3,1
1392,4,32.0,13.0,1.0,3,1
1393,5,22.0,2.5,0.0,3,1
1394,3,27.0,6.0,1.0,2,1
1395,4,27.0,2.5,0.0,2,1
1396,3,27.0,6.0,0.0,1,1
1397,3,42.0,16.5,4.0,3,1
1398,1,27.0,2.5,1.0,3,1
1399,5,27.0,9.0,1.0,2,1
1400,4,42.0,23.0,2.0,3,1
1401,4,27.0,13.0,2.0,2,1
1402,5,32.0,13.0,1.0,1,1
1403,4,22.0,2.5,1.0,2,1
1404,2,27.0,9.0,2.0,2,1
1405,5,22.0,2.5,0.0,4,1
1406,3,37.0,16.5,3.0,3,1
1407,3,27.0,6.0,1.0,3,1
1408,4,32.0,13.0,2.0,1,1
1409,3,42.0,23.0,2.0,2,1
1410,4,37.0,16.5,3.0,3,1
1411,4,32.0,13.0,2.0,1,1
1412,3,42.0,23.0,5.5,2,1
1413,3,27.0,9.0,1.0,1,1
1414,5,32.0,16.5,2.0,3,1
1415,5,32.0,16.5,1.0,2,1
1416,5,27.0,6.0,2.0,2,1
1417,4,27.0,6.0,2.0,3,1
1418,3,22.0,6.0,1.0,3,1
1419,5,27.0,16.5,3.0,3,1
1420,5,22.0,2.5,0.0,2,1
1421,3,42.0,23.0,5.5,3,1
1422,4,37.0,23.0,3.0,2,1
1423,1,42.0,16.5,3.0,4,1
1424,3,27.0,2.5,0.0,2,1
1425,2,27.0,6.0,2.0,2,1
1426,5,27.0,9.0,3.0,2,1
1427,5,27.0,6.0,2.0,2,1
1428,3,32.0,16.5,3.0,1,1
1429,4,27.0,6.0,2.0,2,1
1430,4,27.0,0.5,0.0,3,1
1431,4,22.0,6.0,1.0,2,1
1432,5,42.0,23.0,2.0,1,1
1433,4,27.0,6.0,2.0,4,1
1434,5,27.0,6.0,1.0,2,1
1435,3,42.0,13.0,0.0,3,1
1436,3,42.0,23.0,3.0,3,1
1437,5,27.0,6.0,1.0,1,1
1438,5,22.0,6.0,0.0,3,1
1439,3,42.0,23.0,3.0,2,1
1440,4,22.0,6.0,0.0,2,1
1441,5,32.0,13.0,2.0,1,1
1442,3,22.0,6.0,2.0,3,1
1443,5,27.0,2.5,0.0,2,1
1444,2,42.0,23.0,5.5,2,1
1445,4,37.0,23.0,3.0,1,1
1446,5,22.0,2.5,0.0,1,1
1447,5,27.0,2.5,0.0,1,1
1448,4,27.0,9.0,1.0,2,1
1449,4,27.0,9.0,3.0,3,1
1450,4,42.0,23.0,4.0,2,1
1451,4,37.0,16.5,4.0,3,1
1452,4,32.0,9.0,0.0,2,1
1453,4,32.0,13.0,0.0,2,1
1454,2,22.0,6.0,2.0,2,1
1455,3,42.0,23.0,3.0,2,1
1456,4,32.0,13.0,0.0,3,1
1457,4,37.0,16.5,4.0,3,1
1458,3,37.0,23.0,3.0,2,1
1459,4,32.0,16.5,2.0,1,1
1460,4,27.0,6.0,1.0,2,1
1461,4,22.0,2.5,0.0,2,1
1462,2,22.0,2.5,0.0,3,1
1463,4,27.0,6.0,1.0,2,1
1464,3,32.0,16.5,2.0,2,1
1465,5,17.5,2.5,2.0,2,1
1466,3,22.0,2.5,0.0,3,1
1467,2,37.0,23.0,3.0,3,1
1468,4,32.0,16.5,5.5,3,1
1469,3,42.0,23.0,3.0,4,1
1470,5,22.0,2.5,0.0,2,1
1471,4,27.0,9.0,0.0,2,1
1472,3,22.0,2.5,2.0,2,1
1473,3,42.0,23.0,2.0,4,1
1474,5,42.0,23.0,5.5,2,1
1475,4,27.0,6.0,0.0,3,1
1476,4,42.0,23.0,4.0,3,1
1477,3,32.0,16.5,2.0,2,1
1478,3,27.0,2.5,0.0,1,1
1479,3,32.0,13.0,2.0,4,1
1480,2,37.0,16.5,2.0,2,1
1481,4,22.0,6.0,2.0,2,1
1482,4,32.0,9.0,3.0,1,1
1483,3,42.0,23.0,4.0,2,1
1484,3,32.0,13.0,2.0,3,1
1485,4,22.0,2.5,0.0,2,1
1486,3,37.0,16.5,2.0,2,1
1487,3,27.0,6.0,0.0,2,1
1488,4,42.0,23.0,3.0,3,1
1489,4,42.0,23.0,3.0,2,1
1490,2,42.0,23.0,5.5,4,1
1491,5,27.0,6.0,0.0,2,1
1492,4,32.0,16.5,1.0,2,1
1493,4,37.0,16.5,3.0,3,1
1494,5,42.0,23.0,5.5,3,1
1495,3,37.0,16.5,3.0,2,1
1496,2,37.0,13.0,1.0,1,1
1497,4,27.0,6.0,0.0,3,1
1498,4,42.0,23.0,4.0,3,1
1499,5,27.0,2.5,0.0,2,1
1500,2,42.0,23.0,3.0,1,1
1501,5,37.0,13.0,2.0,1,1
1502,4,32.0,16.5,2.0,1,1
1503,4,37.0,16.5,3.0,1,1
1504,3,27.0,2.5,0.0,1,1
1505,4,22.0,2.5,0.0,1,1
1506,4,37.0,16.5,2.0,2,1
1507,3,27.0,6.0,2.0,2,1
1508,4,22.0,6.0,1.0,2,1
1509,5,32.0,13.0,2.0,2,1
1510,2,37.0,23.0,3.0,3,1
1511,2,37.0,16.5,2.0,3,1
1512,4,32.0,16.5,2.0,2,1
1513,5,37.0,16.5,5.5,4,1
1514,3,32.0,16.5,3.0,2,1
1515,3,27.0,9.0,4.0,3,1
1516,3,37.0,13.0,0.0,1,1
1517,2,27.0,2.5,2.0,2,1
1518,4,27.0,9.0,2.0,1,1
1519,4,42.0,23.0,2.0,3,1
1520,5,42.0,23.0,2.0,1,1
1521,4,42.0,23.0,4.0,2,1
1522,4,37.0,16.5,4.0,3,1
1523,4,32.0,16.5,3.0,2,1
1524,2,37.0,23.0,2.0,2,1
1525,4,42.0,23.0,1.0,3,1
1526,4,22.0,2.5,1.0,2,1
1527,1,32.0,13.0,2.0,2,1
1528,3,42.0,23.0,3.0,2,1
1529,4,22.0,2.5,0.0,2,1
1530,5,37.0,23.0,3.0,3,1
1531,3,22.0,2.5,0.0,2,1
1532,1,42.0,23.0,3.0,3,1
1533,3,22.0,2.5,0.0,2,1
1534,3,37.0,23.0,2.0,3,1
1535,4,22.0,2.5,0.0,2,1
1536,5,32.0,9.0,2.0,3,1
1537,1,37.0,16.5,4.0,2,1
1538,3,42.0,23.0,1.0,3,1
1539,5,27.0,9.0,2.0,1,1
1540,4,22.0,2.5,1.0,2,1
1541,5,42.0,23.0,3.0,2,1
1542,4,27.0,6.0,1.0,3,1
1543,5,22.0,2.5,0.0,1,1
1544,3,37.0,16.5,2.0,3,1
1545,3,32.0,16.5,2.0,3,1
1546,5,37.0,16.5,3.0,3,1
1547,3,27.0,6.0,2.0,1,1
1548,4,27.0,9.0,1.0,2,1
1549,4,27.0,6.0,0.0,2,1
1550,5,32.0,13.0,2.0,2,1
1551,4,42.0,23.0,2.0,2,1
1552,2,37.0,16.5,2.0,2,1
1553,4,27.0,2.5,0.0,2,1
1554,4,37.0,16.5,2.0,2,1
1555,4,32.0,13.0,2.0,2,1
1556,4,32.0,9.0,2.0,1,1
1557,4,32.0,9.0,2.0,2,1
1558,4,32.0,13.0,2.0,3,1
1559,4,32.0,13.0,3.0,2,1
1560,4,22.0,2.5,1.0,1,1
1561,5,27.0,16.5,2.0,3,1
1562,4,32.0,2.5,0.0,3,1
1563,3,32.0,16.5,1.0,2,1
1564,3,37.0,16.5,3.0,2,1
1565,5,42.0,23.0,4.0,2,1
1566,5,27.0,6.0,2.0,3,1
1567,4,22.0,2.5,1.0,3,1
1568,4,42.0,23.0,3.0,1,1
1569,4,32.0,9.0,2.0,1,1
1570,5,32.0,2.5,0.0,2,1
1571,3,27.0,6.0,1.0,2,1
1572,1,22.0,2.5,0.0,1,1
1573,3,32.0,16.5,2.0,2,1
1574,4,42.0,23.0,2.0,2,1
1575,4,22.0,6.0,1.0,3,1
1576,5,42.0,23.0,3.0,2,1
1577,3,27.0,13.0,2.0,2,1
1578,4,32.0,13.0,2.0,2,1
1579,3,27.0,2.5,0.0,3,1
1580,2,22.0,2.5,0.0,3,1
1581,5,42.0,23.0,2.0,2,1
1582,3,27.0,6.0,1.0,2,1
1583,5,42.0,23.0,2.0,2,1
1584,3,37.0,23.0,4.0,1,1
1585,5,42.0,23.0,4.0,4,1
1586,5,27.0,6.0,0.0,1,1
1587,3,32.0,13.0,2.0,1,1
1588,2,27.0,2.5,0.0,1,1
1589,4,27.0,9.0,3.0,2,1
1590,5,27.0,6.0,1.0,1,1
1591,4,22.0,0.5,0.0,2,1
1592,4,17.5,2.5,1.0,2,1
1593,3,27.0,2.5,1.0,2,1
1594,5,32.0,16.5,3.0,2,1
1595,4,42.0,23.0,5.5,1,1
1596,5,22.0,2.5,0.0,1,1
1597,5,42.0,23.0,2.0,2,1
1598,5,42.0,23.0,3.0,3,1
1599,2,42.0,23.0,3.0,3,1
1600,4,32.0,16.5,4.0,2,1
1601,4,37.0,23.0,4.0,2,1
1602,4,42.0,23.0,2.0,1,1
1603,5,22.0,2.5,0.0,4,1
1604,4,22.0,2.5,0.0,1,1
1605,4,42.0,23.0,3.0,3,1
1606,4,42.0,23.0,3.0,2,1
1607,2,22.0,2.5,0.0,2,1
1608,3,42.0,23.0,3.0,1,1
1609,3,37.0,16.5,3.0,4,1
1610,4,27.0,16.5,2.0,1,1
1611,3,27.0,6.0,1.0,1,1
1612,5,32.0,13.0,2.0,2,1
1613,4,32.0,13.0,3.0,2,1
1614,5,42.0,13.0,0.0,1,1
1615,4,32.0,9.0,2.0,3,1
1616,3,42.0,16.5,1.0,3,1
1617,4,42.0,23.0,3.0,1,1
1618,1,32.0,13.0,3.0,3,1
1619,4,27.0,6.0,2.0,2,1
1620,4,27.0,6.0,2.0,2,1
1621,5,27.0,2.5,0.0,3,1
1622,4,22.0,2.5,0.0,1,1
1623,4,27.0,6.0,3.0,3,1
1624,4,42.0,23.0,2.0,1,1
1625,3,27.0,6.0,1.0,4,1
1626,3,32.0,13.0,0.0,2,1
1627,1,27.0,6.0,2.0,3,1
1628,3,32.0,13.0,2.0,2,1
1629,3,37.0,16.5,4.0,2,1
1630,4,37.0,16.5,3.0,4,1
1631,4,32.0,16.5,4.0,3,1
1632,5,27.0,2.5,0.0,1,1
1633,3,22.0,2.5,0.0,2,1
1634,5,32.0,23.0,2.0,3,1
1635,3,27.0,9.0,1.0,3,1
1636,5,37.0,23.0,3.0,2,1
1637,3,27.0,6.0,1.0,3,1
1638,1,27.0,9.0,1.0,3,1
1639,4,32.0,13.0,4.0,2,1
1640,3,32.0,16.5,3.0,3,1
1641,4,42.0,23.0,3.0,3,1
1642,4,32.0,16.5,4.0,2,1
1643,3,27.0,9.0,4.0,4,1
1644,4,27.0,6.0,1.0,2,1
1645,2,22.0,6.0,1.0,3,1
1646,4,22.0,2.5,1.0,2,1
1647,3,22.0,2.5,1.0,3,1
1648,5,22.0,2.5,0.0,1,1
1649,5,37.0,23.0,3.0,1,1
1650,3,27.0,9.0,1.0,1,1
1651,4,27.0,2.5,0.0,1,1
1652,5,27.0,2.5,0.0,1,1
1653,3,22.0,6.0,2.0,3,1
1654,4,37.0,23.0,2.0,2,1
1655,3,22.0,2.5,0.0,2,1
1656,5,27.0,2.5,0.0,2,1
1657,4,22.0,2.5,0.0,1,1
1658,4,27.0,6.0,1.0,2,1
1659,4,27.0,6.0,2.0,2,1
1660,4,32.0,13.0,0.0,2,1
1661,4,27.0,9.0,2.0,2,1
1662,3,22.0,2.5,0.0,1,1
1663,5,27.0,2.5,0.0,1,1
1664,3,37.0,23.0,4.0,2,1
1665,5,27.0,9.0,3.0,2,1
1666,4,22.0,2.5,0.0,2,1
1667,2,32.0,16.5,3.0,1,1
1668,3,27.0,9.0,2.0,2,1
1669,4,32.0,16.5,3.0,1,1
1670,3,27.0,9.0,1.0,2,1
1671,5,22.0,2.5,0.0,1,1
1672,4,42.0,23.0,2.0,3,1
1673,5,27.0,6.0,1.0,4,1
1674,4,22.0,2.5,0.0,1,1
1675,3,22.0,0.5,0.0,1,1
1676,5,42.0,23.0,5.5,3,1
1677,4,37.0,16.5,2.0,2,1
1678,4,22.0,2.5,0.0,2,1
1679,3,22.0,6.0,1.0,2,1
1680,4,42.0,23.0,4.0,3,1
1681,4,22.0,6.0,0.0,4,1
1682,2,27.0,9.0,3.0,3,1
1683,3,27.0,6.0,1.0,1,1
1684,5,42.0,23.0,5.5,3,1
1685,4,37.0,13.0,3.0,1,1
1686,4,37.0,16.5,2.0,3,1
1687,4,37.0,13.0,3.0,3,1
1688,5,22.0,6.0,2.0,2,1
1689,4,27.0,2.5,0.0,2,1
1690,2,22.0,6.0,2.0,3,1
1691,3,22.0,6.0,1.0,2,1
1692,5,32.0,9.0,2.0,2,1
1693,3,27.0,9.0,3.0,2,1
1694,3,32.0,13.0,2.0,3,1
1695,2,27.0,9.0,1.0,2,1
1696,4,27.0,6.0,1.0,1,1
1697,4,32.0,2.5,0.0,2,1
1698,5,32.0,13.0,2.0,1,1
1699,4,32.0,16.5,1.0,1,1
1700,5,27.0,2.5,0.0,3,1
1701,3,42.0,23.0,4.0,3,1
1702,4,22.0,6.0,1.0,3,1
1703,4,27.0,6.0,0.0,3,1
1704,4,17.5,2.5,0.0,2,1
1705,4,22.0,2.5,0.0,1,1
1706,1,37.0,13.0,3.0,1,1
1707,2,32.0,16.5,2.0,1,1
1708,3,37.0,23.0,3.0,3,1
1709,5,27.0,9.0,1.0,3,1
1710,4,27.0,6.0,1.0,1,1
1711,3,37.0,23.0,4.0,2,1
1712,4,37.0,23.0,5.5,3,1
1713,1,22.0,2.5,1.0,1,1
1714,3,22.0,2.5,0.0,1,1
1715,4,27.0,2.5,0.0,1,1
1716,4,32.0,13.0,1.0,3,1
1717,4,27.0,2.5,0.0,2,1
1718,2,32.0,9.0,0.0,2,1
1719,5,42.0,23.0,4.0,1,1
1720,4,22.0,6.0,1.0,1,1
1721,3,42.0,23.0,4.0,2,1
1722,5,27.0,6.0,0.0,3,1
1723,4,42.0,16.5,2.0,2,1
1724,5,22.0,2.5,0.0,2,1
1725,4,42.0,23.0,5.5,4,1
1726,5,27.0,9.0,2.0,3,1
1727,4,27.0,2.5,1.0,3,1
1728,3,27.0,9.0,0.0,3,1
1729,5,37.0,23.0,3.0,2,1
1730,4,37.0,16.5,2.0,3,1
1731,3,27.0,6.0,1.0,1,1
1732,5,32.0,16.5,3.0,4,1
1733,5,37.0,16.5,2.0,3,1
1734,3,27.0,6.0,1.0,4,1
1735,3,37.0,16.5,3.0,2,1
1736,5,27.0,9.0,1.0,1,1
1737,3,32.0,9.0,3.0,2,1
1738,2,42.0,23.0,3.0,2,1
1739,4,32.0,13.0,2.0,1,1
1740,4,22.0,2.5,1.0,2,1
1741,5,27.0,9.0,2.0,2,1
1742,5,32.0,16.5,2.0,1,1
1743,4,32.0,16.5,2.0,2,1
1744,4,42.0,23.0,3.0,2,1
1745,4,32.0,9.0,2.0,3,1
1746,2,27.0,6.0,2.0,3,1
1747,5,42.0,23.0,2.0,3,1
1748,4,37.0,23.0,3.0,4,1
1749,4,32.0,16.5,3.0,2,1
1750,3,27.0,9.0,1.0,2,1
1751,2,37.0,13.0,2.0,3,1
1752,4,32.0,16.5,3.0,3,1
1753,3,32.0,16.5,4.0,3,1
1754,3,42.0,23.0,4.0,2,1
1755,3,42.0,23.0,3.0,3,1
1756,5,27.0,9.0,3.0,1,1
1757,4,27.0,6.0,1.0,3,1
1758,3,22.0,2.5,0.0,2,1
1759,3,22.0,2.5,0.0,2,1
1760,4,32.0,16.5,3.0,3,1
1761,4,27.0,2.5,0.0,3,1
1762,3,27.0,6.0,1.0,2,1
1763,3,32.0,16.5,2.0,3,1
1764,5,42.0,23.0,3.0,3,1
1765,3,27.0,6.0,1.0,3,1
1766,4,27.0,9.0,2.0,3,1
1767,4,27.0,9.0,1.0,4,1
1768,3,37.0,13.0,2.0,3,1
1769,4,22.0,6.0,1.0,2,1
1770,5,37.0,13.0,2.0,3,1
1771,3,22.0,2.5,0.0,1,1
1772,4,37.0,16.5,3.0,3,1
1773,1,32.0,13.0,2.0,2,1
1774,3,22.0,2.5,0.0,3,1
1775,3,22.0,6.0,1.0,3,1
1776,4,22.0,2.5,1.0,3,1
1777,2,42.0,23.0,2.0,1,1
1778,1,42.0,23.0,3.0,1,1
1779,3,37.0,16.5,3.0,3,1
1780,4,27.0,6.0,0.0,2,1
1781,3,37.0,16.5,4.0,1,1
1782,4,27.0,6.0,2.0,2,1
1783,3,32.0,9.0,0.0,1,1
1784,5,22.0,2.5,0.0,3,1
1785,2,37.0,16.5,2.0,4,1
1786,3,22.0,2.5,0.0,3,1
1787,4,27.0,6.0,2.0,1,1
1788,3,32.0,16.5,3.0,2,1
1789,2,27.0,2.5,0.0,2,1
1790,3,42.0,23.0,5.5,2,1
1791,1,37.0,16.5,2.0,3,1
1792,4,22.0,6.0,2.0,2,1
1793,4,42.0,23.0,2.0,3,1
1794,3,22.0,2.5,0.0,2,1
1795,4,27.0,9.0,0.0,3,1
1796,5,27.0,2.5,0.0,2,1
1797,5,27.0,9.0,2.0,3,1
1798,2,27.0,6.0,1.0,1,1
1799,3,42.0,23.0,2.0,2,1
1800,4,27.0,9.0,2.0,3,1
1801,3,37.0,23.0,5.5,2,1
1802,4,27.0,6.0,1.0,2,1
1803,3,27.0,2.5,0.0,3,1
1804,1,27.0,2.5,0.0,2,1
1805,3,27.0,6.0,1.0,3,1
1806,4,27.0,6.0,2.0,3,1
1807,4,27.0,13.0,3.0,4,1
1808,3,27.0,9.0,2.0,3,1
1809,5,27.0,13.0,3.0,2,1
1810,5,22.0,6.0,1.0,3,1
1811,1,32.0,16.5,2.0,3,1
1812,1,42.0,23.0,3.0,3,1
1813,3,27.0,2.5,0.0,1,1
1814,5,42.0,23.0,5.5,3,1
1815,3,22.0,6.0,1.0,1,1
1816,1,22.0,2.5,0.0,1,1
1817,2,22.0,2.5,1.0,2,1
1818,5,27.0,2.5,0.0,1,1
1819,2,27.0,6.0,1.0,3,1
1820,3,37.0,9.0,2.0,1,1
1821,3,42.0,23.0,2.0,3,1
1822,4,37.0,16.5,4.0,3,1
1823,4,32.0,13.0,2.0,2,1
1824,5,27.0,9.0,2.0,3,1
1825,5,42.0,16.5,4.0,3,1
1826,1,37.0,13.0,1.0,4,1
1827,5,32.0,9.0,3.0,2,1
1828,3,22.0,2.5,0.0,2,1
1829,3,27.0,2.5,0.0,4,1
1830,3,22.0,2.5,0.0,2,1
1831,2,32.0,16.5,2.0,1,1
1832,4,32.0,9.0,1.0,3,1
1833,2,42.0,16.5,2.0,3,1
1834,4,37.0,16.5,3.0,2,1
1835,2,37.0,16.5,3.0,2,1
1836,4,22.0,2.5,1.0,3,1
1837,3,32.0,16.5,3.0,1,1
1838,3,32.0,9.0,1.0,1,1
1839,1,42.0,23.0,3.0,2,1
1840,5,22.0,2.5,0.0,1,1
1841,3,42.0,23.0,4.0,1,1
1842,4,27.0,9.0,2.0,2,1
1843,4,27.0,9.0,1.0,3,1
1844,4,22.0,2.5,0.0,1,1
1845,4,37.0,16.5,5.5,3,1
1846,3,22.0,6.0,2.0,1,1
1847,1,42.0,16.5,5.5,2,1
1848,3,32.0,9.0,2.0,4,1
1849,4,32.0,13.0,2.0,2,1
1850,3,37.0,16.5,2.0,2,1
1851,3,37.0,16.5,3.0,3,1
1852,4,32.0,13.0,2.0,2,1
1853,3,42.0,23.0,3.0,1,1
1854,1,32.0,16.5,2.0,3,1
1855,1,42.0,23.0,2.0,3,1
1856,5,37.0,6.0,2.0,3,1
1857,5,22.0,2.5,0.0,3,1
1858,3,32.0,16.5,2.0,1,1
1859,1,27.0,6.0,2.0,2,1
1860,3,42.0,23.0,4.0,2,1
1861,5,27.0,6.0,2.0,1,1
1862,4,27.0,6.0,2.0,2,1
1863,4,22.0,2.5,0.0,1,1
1864,4,27.0,9.0,0.0,2,1
1865,4,22.0,6.0,0.0,1,1
1866,3,42.0,16.5,2.0,1,1
1867,3,32.0,16.5,4.0,1,1
1868,1,22.0,2.5,1.0,1,1
1869,4,37.0,16.5,3.0,2,1
1870,3,22.0,6.0,3.0,2,1
1871,5,22.0,2.5,0.0,2,1
1872,2,22.0,2.5,0.0,3,1
1873,3,22.0,2.5,0.0,3,1
1874,3,22.0,0.5,0.0,1,1
1875,4,22.0,2.5,0.0,3,1
1876,4,27.0,9.0,2.0,2,1
1877,5,37.0,16.5,2.0,3,1
1878,4,32.0,13.0,1.0,3,1
1879,3,32.0,13.0,4.0,3,1
1880,3,27.0,6.0,3.0,3,1
1881,4,32.0,13.0,2.0,2,1
1882,2,42.0,23.0,2.0,2,1
1883,4,37.0,16.5,2.0,3,1
1884,5,27.0,2.5,1.0,3,1
1885,3,22.0,2.5,1.0,1,1
1886,2,27.0,6.0,2.0,2,1
1887,3,42.0,23.0,3.0,2,1
1888,2,22.0,2.5,1.0,2,1
1889,5,22.0,6.0,1.0,2,1
1890,5,32.0,13.0,2.0,2,1
1891,1,32.0,16.5,2.0,2,1
1892,2,32.0,16.5,3.0,2,1
1893,3,37.0,16.5,2.0,3,1
1894,4,42.0,23.0,5.5,1,1
1895,4,42.0,23.0,3.0,4,1
1896,4,27.0,6.0,0.0,2,1
1897,4,27.0,2.5,2.0,2,1
1898,3,27.0,9.0,1.0,2,1
1899,4,27.0,6.0,2.0,3,1
1900,4,27.0,9.0,2.0,2,1
1901,2,27.0,6.0,0.0,3,1
1902,4,27.0,9.0,2.0,3,1
1903,4,22.0,2.5,1.0,3,1
1904,2,27.0,2.5,1.0,1,1
1905,4,37.0,16.5,3.0,3,1
1906,5,32.0,13.0,2.0,1,1
1907,2,27.0,9.0,0.0,2,1
1908,4,32.0,16.5,3.0,3,1
1909,5,42.0,23.0,3.0,3,1
1910,1,37.0,16.5,1.0,3,1
1911,5,27.0,2.5,0.0,2,1
1912,4,37.0,16.5,1.0,3,1
1913,5,32.0,13.0,1.0,1,1
1914,5,27.0,6.0,2.0,2,1
1915,4,27.0,2.5,0.0,1,1
1916,4,42.0,23.0,4.0,3,1
1917,3,27.0,9.0,1.0,3,1
1918,3,22.0,2.5,1.0,2,1
1919,4,27.0,6.0,0.0,2,1
1920,4,32.0,13.0,2.0,1,1
1921,2,32.0,9.0,1.0,2,1
1922,2,27.0,6.0,1.0,1,1
1923,3,22.0,2.5,1.0,1,1
1924,5,22.0,0.5,0.0,1,1
1925,5,22.0,2.5,0.0,2,1
1926,5,22.0,6.0,0.0,3,1
1927,5,42.0,23.0,2.0,3,1
1928,1,22.0,2.5,1.0,2,1
1929,3,27.0,6.0,1.0,2,1
1930,3,22.0,6.0,0.0,3,1
1931,4,27.0,9.0,2.0,2,1
1932,3,22.0,6.0,1.0,2,1
1933,4,32.0,16.5,3.0,2,1
1934,5,37.0,16.5,1.0,3,1
1935,2,27.0,9.0,2.0,3,1
1936,4,32.0,13.0,0.0,2,1
1937,4,37.0,23.0,5.5,3,1
1938,4,27.0,13.0,2.0,3,1
1939,3,27.0,9.0,1.0,1,1
1940,3,32.0,13.0,3.0,2,1
1941,2,27.0,9.0,1.0,3,1
1942,3,22.0,6.0,2.0,2,1
1943,3,32.0,16.5,2.0,2,1
1944,3,42.0,23.0,2.0,3,1
1945,4,27.0,6.0,1.0,3,1
1946,2,27.0,13.0,2.0,1,1
1947,3,42.0,23.0,3.0,2,1
1948,2,42.0,23.0,4.0,2,1
1949,5,42.0,23.0,4.0,4,1
1950,4,27.0,6.0,1.0,1,1
1951,3,42.0,23.0,1.0,2,1
1952,1,32.0,13.0,0.0,3,1
1953,5,32.0,13.0,2.0,3,1
1954,3,27.0,6.0,0.0,1,1
1955,3,27.0,9.0,2.0,3,1
1956,3,27.0,6.0,1.0,3,1
1957,4,22.0,2.5,0.0,1,1
1958,2,42.0,23.0,2.0,3,1
1959,4,22.0,2.5,0.0,3,1
1960,4,27.0,9.0,2.0,2,1
1961,2,27.0,2.5,1.0,2,1
1962,4,37.0,23.0,4.0,3,1
1963,3,27.0,9.0,1.0,2,1
1964,5,22.0,2.5,0.0,2,1
1965,4,27.0,6.0,1.0,2,1
1966,5,32.0,13.0,1.0,3,1
1967,5,32.0,13.0,1.0,2,1
1968,4,27.0,2.5,0.0,3,1
1969,4,27.0,9.0,1.0,3,1
1970,5,32.0,13.0,2.0,2,1
1971,4,27.0,2.5,0.0,3,1
1972,3,32.0,13.0,2.0,2,1
1973,4,27.0,6.0,1.0,3,1
1974,5,37.0,23.0,4.0,3,1
1975,4,27.0,9.0,2.0,2,1
1976,2,42.0,16.5,3.0,3,1
1977,4,27.0,6.0,0.0,2,1
1978,3,22.0,2.5,1.0,3,1
1979,4,32.0,13.0,2.0,2,1
1980,3,27.0,6.0,1.0,2,1
1981,3,27.0,13.0,1.0,1,1
1982,3,27.0,6.0,0.0,1,1
1983,3,32.0,16.5,3.0,2,1
1984,5,42.0,23.0,3.0,3,1
1985,4,22.0,6.0,0.0,3,1
1986,4,32.0,16.5,2.0,3,1
1987,1,37.0,16.5,3.0,2,1
1988,3,22.0,2.5,0.0,3,1
1989,3,27.0,6.0,0.0,3,1
1990,3,37.0,16.5,2.0,3,1
1991,2,32.0,13.0,3.0,2,1
1992,4,37.0,23.0,2.0,3,1
1993,4,27.0,9.0,2.0,4,1
1994,4,27.0,9.0,1.0,2,1
1995,2,42.0,16.5,5.5,2,1
1996,4,32.0,16.5,3.0,4,1
1997,4,27.0,6.0,1.0,3,1
1998,4,42.0,23.0,3.0,2,1
1999,5,32.0,16.5,3.0,2,1
2000,5,32.0,16.5,3.0,1,1
2001,4,37.0,16.5,2.0,2,1
2002,2,22.0,6.0,2.0,3,1
2003,4,32.0,16.5,3.0,4,1
2004,2,37.0,23.0,3.0,3,1
2005,5,27.0,6.0,2.0,2,1
2006,5,32.0,16.5,2.0,2,1
2007,3,32.0,16.5,2.0,2,1
2008,4,27.0,9.0,2.0,3,1
2009,4,32.0,16.5,1.0,3,1
2010,4,27.0,9.0,2.0,2,1
2011,4,22.0,2.5,0.0,1,1
2012,3,37.0,23.0,4.0,2,1
2013,5,27.0,13.0,2.0,2,1
2014,5,32.0,16.5,4.0,3,1
2015,2,37.0,16.5,3.0,2,1
2016,5,32.0,6.0,1.0,3,1
2017,3,22.0,2.5,0.0,2,1
2018,5,22.0,2.5,0.0,3,1
2019,2,32.0,13.0,1.0,2,1
2020,3,42.0,13.0,0.0,3,1
2021,3,22.0,2.5,0.0,1,1
2022,3,42.0,23.0,3.0,2,1
2023,2,27.0,13.0,2.0,1,1
2024,4,22.0,2.5,1.0,1,1
2025,5,22.0,2.5,1.0,3,1
2026,4,42.0,23.0,1.0,3,1
2027,5,32.0,9.0,2.0,1,1
2028,4,32.0,16.5,3.0,2,1
2029,3,27.0,2.5,1.0,3,1
2030,3,37.0,16.5,4.0,2,1
2031,3,32.0,16.5,3.0,3,1
2032,3,32.0,23.0,3.0,3,1
2033,5,22.0,2.5,0.0,1,1
2034,3,32.0,16.5,3.0,2,1
2035,4,27.0,2.5,0.0,1,1
2036,3,27.0,6.0,0.0,2,1
2037,5,27.0,13.0,0.0,3,1
2038,5,37.0,16.5,3.0,4,1
2039,4,37.0,16.5,3.0,1,1
2040,5,32.0,13.0,1.0,3,1
